trr_rd_no,statute,description,subject_no,trr_report_id
JC339270,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19836910.0,2295656
JC339270,625 ILCS 5.0/11-502-A,IVC - TRANS/CARRY ALC LIQ/DRIVER,19836910.0,2295656
JC339270,625 ILCS 5.0/11-601-A,IVC - FAIL TO REDUCE SPEED,19836910.0,2295656
JC339270,625 ILCS 5.0/3-707-A,OPERATE UNINSURED MTR VEHICLE,19836910.0,2295656
JC339270,720 ILCS 5.0/12-3.05-A-3,AGG BTRY/GREAT BOD HARM/PC OFF,19836910.0,2295656
JC339270,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19836910.0,2295656
JC339270,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19836910.0,2295656
JC339270,9-24-010(B),STOP AT STOP SIGN,19836910.0,2295656
JC339270,625 ILCS 5.0/11-204-A,IVC - FLEE/ATTEMPT ELUDE POLICE,19836910.0,2295675
JC339270,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19836910.0,2295675
JC339270,625 ILCS 5.0/11-502-A,IVC - TRANS/CARRY ALC LIQ/DRIVER,19836910.0,2295675
JC339270,625 ILCS 5.0/11-601-A,IVC - FAIL TO REDUCE SPEED,19836910.0,2295675
JC339270,625 ILCS 5.0/3-707-A,OPERATE UNINSURED MTR VEHICLE,19836910.0,2295675
JC339270,720 ILCS 5.0/12-3.05-A-3,AGG BTRY/GREAT BOD HARM/PC OFF,19836910.0,2295675
JC339270,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19836910.0,2295675
JC339270,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19836910.0,2295675
JC339270,9-24-010(B),STOP AT STOP SIGN,19836910.0,2295675
JC339270,625 ILCS 5.0/11-204-A,IVC - FLEE/ATTEMPT ELUDE POLICE,19836910.0,2295690
JC339270,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19836910.0,2295690
JC339270,625 ILCS 5.0/11-502-A,IVC - TRANS/CARRY ALC LIQ/DRIVER,19836910.0,2295690
JC339270,625 ILCS 5.0/11-601-A,IVC - FAIL TO REDUCE SPEED,19836910.0,2295690
JC339270,625 ILCS 5.0/3-707-A,OPERATE UNINSURED MTR VEHICLE,19836910.0,2295690
JC339270,720 ILCS 5.0/12-3.05-A-3,AGG BTRY/GREAT BOD HARM/PC OFF,19836910.0,2295690
JC339270,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19836910.0,2295690
JC339270,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19836910.0,2295690
JC339270,9-24-010(B),STOP AT STOP SIGN,19836910.0,2295690
JC339366,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19836879.0,2297246
JC339366,625 ILCS 5.0/3-707-A,OPERATE UNINSURED MTR VEHICLE,19836879.0,2297246
JC339366,625 ILCS 5.0/6-101,DRIVING/NEVER ISSUED LICENSE,19836879.0,2297246
JC339366,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19836879.0,2297246
JC339366,9-64-100-C,NO PARKING IN FIRE LANE,19836879.0,2297246
JC339370,720 ILCS 5.0/21-5-A,CRIM TRESPASS TO STATE LAND   ,19836957.0,2297801
JC339370,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19836957.0,2297801
JC340015,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19837099.0,2310531
JC340015,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19837099.0,2310531
JC340801,625 ILCS 5.0/11-501-A,IVC - AGG DUI/LIC SUSP OR REVOKED,19837400.0,2317663
JC340801,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,19837400.0,2317663
JC340801,625 ILCS 5.0/11-502-B,IVC - TRANSPORT/CARRY ALCOHOL LIQUOR/PASSENGER,19837400.0,2317663
JC340801,625 ILCS 5.0/6-303-A,DRIVING RVK/SUSP DUI/SSS 3RD,19837400.0,2317663
JC340801,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19837400.0,2317663
JC340801,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19837400.0,2317663
JC340801,9-12-050(B),"LANES, FAIL TO KEEP IN",19837400.0,2317663
JC340801,9-40-200(B),OPERATOR SIGNAL REQUIRED 100FT OF TURN,19837400.0,2317663
JC341224,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19837530.0,2327425
JC341224,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19837530.0,2327425
JC341224,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19837530.0,2327646
JC341224,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19837530.0,2327646
JC341915,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19837787.0,2335575
JC341915,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$500,19837787.0,2335575
JC341915,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19837787.0,2335575
JC341915,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19837787.0,2335575
JC341915,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19837787.0,2335685
JC341915,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$500,19837787.0,2335685
JC341915,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19837787.0,2335685
JC341915,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19837787.0,2335685
JC341991,720 ILCS 5.0/12-2-B-7,AGG ASSAULT/STATE OF IL EMP,19837820.0,2336045
JC341991,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19837820.0,2336045
JC337827,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19836275.0,2339482
JC337166,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19836031.0,2339557
JC337166,720 ILCS 5.0/12-2-B-7,AGG ASSAULT/STATE OF IL EMP,19836031.0,2339557
JC337166,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19836031.0,2339557
JC337166,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19836031.0,2339573
JC337166,720 ILCS 5.0/12-2-B-7,AGG ASSAULT/STATE OF IL EMP,19836031.0,2339573
JC337166,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19836031.0,2339573
JC299482,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19822948.0,2339754
JC299482,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19822948.0,2339754
JC299482,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19822948.0,2339783
JC299482,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19822948.0,2339783
JC343075,720 ILCS 5.0/12-2-B-4.1,AGG ASSAULT PEACE OFF/FIRE/ER WRK,19838114.0,2352240
JC343251,720 ILCS 5.0/24-1.6-A-2,AGG UUW/PERS/LOAD/NO FCCA/FOID,19838188.0,2353175
JC343251,720 ILCS 5.0/24-5-B,POSS FIREARM W/DEFACED SERIAL NUMBER,19838188.0,2353175
JC343251,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19838188.0,2353175
JC343251,720 ILCS 5.0/24-1.6-A-2,AGG UUW/PERS/LOAD/NO FCCA/FOID,19838188.0,2353342
JC343251,720 ILCS 5.0/24-5-B,POSS FIREARM W/DEFACED SERIAL NUMBER,19838188.0,2353342
JC343251,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19838188.0,2353342
JC343216,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19838160.0,2353501
JC343216,720 ILCS 5.0/24-1.1-A,UUW - WEAPON - FELON POSSES WEAPON/2ND+,19838160.0,2353501
JC343216,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19838160.0,2353501
JC343216,8-26-030-B,ANNUAL GUN OFFENDER REGISTRATION,19838160.0,2353501
JC343608,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19838344.0,2354700
JC343608,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19838344.0,2354700
JC343608,720 ILCS 570.0/402-A-2-A,PCS - POSSESS 15<100 GRAMS COCAINE,19838344.0,2354700
JC343608,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19838344.0,2354700
JC343608,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19838344.0,2355087
JC343608,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19838344.0,2355087
JC343608,720 ILCS 570.0/402-A-2-A,PCS - POSSESS 15<100 GRAMS COCAINE,19838344.0,2355087
JC343608,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19838344.0,2355087
JC344711,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19838654.0,2369806
JC344837,625 ILCS 5.0/6-101,DRIVING/NO LICENSE/PERMIT/AGE,19838703.0,2371504
JC344837,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19838703.0,2371504
JC344837,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19838703.0,2371504
JC344837,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19838703.0,2371504
JC344837,9-76-160(A),DISPLAY ST REG-FRONT/REAR,19838703.0,2371504
JC344958,625 ILCS 5.0/12-503-C,IVC - OBSTRUCT DRIVER'S VIEW/1ST&2ND,19838759.0,2371562
JC344958,625 ILCS 5.0/6-112,DRIVER'S LICENSE/PERMIT - FAIL TO CARRY/DISPLAY,19838759.0,2371562
JC344958,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19838759.0,2371562
JC344976,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19838746.0,2371673
JC344976,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19838746.0,2371673
JC344976,8-4-010(E),DISORDERLY CONDUCT - FAIL TO OBEY POLICE,19838746.0,2371673
JC344996,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19838773.0,2371786
JC344986,720 ILCS 5.0/12-3.05-E-1,AGG BATTERY/DISCHARGE FIREARM,19838795.0,2372327
JC344986,720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEHICLE/NO FOID       ,19838795.0,2372327
JC344986,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19838795.0,2372327
JC345069,520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19838825.0,2372522
JC345069,720 ILCS 5.0/12-5-A-1,RECKLESS CONDUCT/BODILY HARM,19838825.0,2372522
JC344986,720 ILCS 5.0/12-3.05-E-1,AGG BATTERY/DISCHARGE FIREARM,19838795.0,2372561
JC344986,720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEHICLE/NO FOID       ,19838795.0,2372561
JC344986,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19838795.0,2372561
JC345798,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19839164.0,2383435
JC345798,720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,19839164.0,2383435
JC345798,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19839164.0,2383435
JC345894,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19839077.0,2385662
JC345894,720 ILCS 550.0/5.2-C,CANNABIS - MFG/DEL - SCHOOL - 10-30 GRMS,19839077.0,2385662
JC345894,9-52-020,RIDING BICYCLE ON SIDEWALK,19839077.0,2385662
JC345894,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19839077.0,2385786
JC345894,720 ILCS 550.0/5.2-C,CANNABIS - MFG/DEL - SCHOOL - 10-30 GRMS,19839077.0,2385786
JC345894,9-52-020,RIDING BICYCLE ON SIDEWALK,19839077.0,2385786
JC345798,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19839164.0,2386797
JC345798,720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,19839164.0,2386797
JC345798,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19839164.0,2386797
JC346744,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19839437.0,2393482
JC346744,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19839437.0,2393482
JC346744,720 ILCS 570.0/401-D-I,OTHER AMT NARCOTIC SCHED I&II,19839437.0,2393482
JC346744,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19839437.0,2393482
JC346744,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19839437.0,2393874
JC346744,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19839437.0,2393874
JC346744,720 ILCS 570.0/401-D-I,OTHER AMT NARCOTIC SCHED I&II,19839437.0,2393874
JC346744,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19839437.0,2393874
JC347042,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19839503.0,2396056
JC347042,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19839503.0,2396056
JC347042,720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,19839503.0,2396056
JC347042,720 ILCS 570.0/401.5-A-5,PCS - MFG - POSSESS ANY SUBSTANCE W/INTENT,19839503.0,2396056
JC347042,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19839503.0,2396342
JC347042,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19839503.0,2396342
JC347042,720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,19839503.0,2396342
JC347042,720 ILCS 570.0/401.5-A-5,PCS - MFG - POSSESS ANY SUBSTANCE W/INTENT,19839503.0,2396342
JC347358,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19839596.0,2398573
JC347358,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$500,19839596.0,2398573
JC347358,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19839596.0,2398573
JC347475,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19839639.0,2399011
JC347475,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19839639.0,2399011
JC347605,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19839624.0,2399227
JC347605,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19839624.0,2399227
JC347475,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19839639.0,2399246
JC347475,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19839639.0,2399246
JC347271,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19839553.0,2400478
JC347271,9-24-010(B),STOP AT STOP SIGN,19839553.0,2400478
JC347758,625 ILCS 5.0/3-707-A,OPERATE UNINSURED MTR VEHICLE,19839706.0,2401157
JC347758,625 ILCS 5.0/6-101,UNLICENSED,19839706.0,2401157
JC347758,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19839706.0,2401157
JC347758,720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,19839706.0,2401157
JC347758,9-24-010(B),STOP AT STOP SIGN,19839706.0,2401157
JC347758,9-40-250(B),OBSTRUCTION DRIVERS VIEW,19839706.0,2401157
JC347834,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19839745.0,2401495
JC348028,515 ILCS 5.0/1-200,OBSTRUCTING AN OFFICER,19839824.0,2402288
JC348028,515 ILCS 5.0/1-200,OBSTRUCTING AN OFFICER,19839824.0,2402342
JC347927,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,19839809.0,2402402
JC349136,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19840207.0,2413738
JC349136,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$500,19840207.0,2413738
JC349136,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19840207.0,2413738
JC349156,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19840210.0,2414171
JC349156,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19840210.0,2414171
JC349156,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19840210.0,2414171
JC349156,8-20-085(A),HIGH CAP MAG AND METAL PIERCING BULLETS - SALE/POSS PROH,19840210.0,2414171
JC349156,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19840210.0,2414179
JC349156,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19840210.0,2414179
JC349156,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19840210.0,2414179
JC349156,8-20-085(A),HIGH CAP MAG AND METAL PIERCING BULLETS - SALE/POSS PROH,19840210.0,2414179
JC349136,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19840207.0,2414370
JC349136,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$500,19840207.0,2414370
JC349136,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19840207.0,2414370
JC349983,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19840434.0,2427558
JC350164,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19840467.0,2430673
JC350164,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19840467.0,2430673
JC350164,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19840467.0,2430748
JC350164,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19840467.0,2430748
JC350164,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19840467.0,2430806
JC350164,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19840467.0,2430806
JC350654,720 ILCS 5.0/12-2-B-4,AGG ASSAULT/PEACE OFFICER/WEAPON,19840653.0,2432020
JC351199,10-8-515,SOLICITING UNLAWFUL BUSINESS,19840826.0,2441458
JC351199,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19840826.0,2441458
JC351144,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19840819.0,2441731
JC351144,720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,19840819.0,2441731
JC351199,10-8-515,SOLICITING UNLAWFUL BUSINESS,19840826.0,2441817
JC351199,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19840826.0,2441817
JC351216,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19840844.0,2442640
JC351216,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19840844.0,2442640
JC351216,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19840844.0,2442640
JC351670,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19840998.0,2447402
JC351670,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19840998.0,2447402
JC351670,720 ILCS 5.0/16-1-A-1,THEFT/UNAUTHORIZED CON/$500,19840998.0,2447402
JC351670,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$500,19840998.0,2447402
JC351670,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19840998.0,2447402
JC352018,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19841089.0,2447897
JC352104,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19841176.0,2449059
JC352196,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19841214.0,2449320
JC352196,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19841214.0,2449320
JC352196,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19841214.0,2449320
JC352196,8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19841214.0,2449320
JC352069,7-24-099-A,POSSESSION OF CANNABIS UP TO 15 GRAMS,19841147.0,2449572
JC352069,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19841147.0,2449572
JC352069,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19841147.0,2449572
JC352069,720 ILCS 570.0/402-A-1-A,PCS - POSSESS 15<100 GRAMS HEROIN,19841147.0,2449572
JC352242,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19841257.0,2450313
JC352242,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19841257.0,2450313
JC352700,625 ILCS 5.0/11-503-A-1,IVC - RECKLESS DRIVING,19841368.0,2458509
JC352700,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19841368.0,2458509
JC352700,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19841368.0,2458509
JC352916,720 ILCS 5.0/12-2-B-4.1,AGG ASSAULT PEACE OFF/FIRE/ER WRK,19841442.0,2460222
JC352916,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19841442.0,2460222
JC352916,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19841442.0,2460222
JC352916,720 ILCS 5.0/12-2-B-4.1,AGG ASSAULT PEACE OFF/FIRE/ER WRK,19841442.0,2460570
JC352916,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19841442.0,2460570
JC352916,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19841442.0,2460570
JC353324,4-144-190,REPLICA FIREARMS/PELLET GUNS,19841597.0,2462711
JC353324,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,19841597.0,2462711
JC353324,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19841597.0,2462711
JC353324,4-144-190,REPLICA FIREARMS/PELLET GUNS,19841597.0,2463351
JC353324,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,19841597.0,2463351
JC353324,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19841597.0,2463351
JC353422,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19841702.0,2463573
JC353422,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19841702.0,2463573
JC353422,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19841702.0,2463575
JC353422,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19841702.0,2463575
JC353520,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19841733.0,2463581
JC353520,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19841733.0,2463581
JC353565,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19841762.0,2464290
JC353565,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19841762.0,2464290
JC353565,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19841762.0,2464307
JC353565,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19841762.0,2464307
JC353561,720 ILCS 5.0/12-2-A,AGGRAVATED ASSAULT/PUBLIC PROP,19841761.0,2464379
JC353561,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19841761.0,2464379
JC353705,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19841845.0,2469522
JC353705,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19841845.0,2469522
JC353705,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19841845.0,2469523
JC353705,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19841845.0,2469523
JC355052,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19842264.0,2482408
JC355052,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19842264.0,2482408
JC355052,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19842264.0,2482408
JC355052,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19842264.0,2482408
JC355419,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19842359.0,2487633
JC355419,720 ILCS 550.0/4-C,POSS CAN/>30-100 GRAM/1ST,19842359.0,2487633
JC355419,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19842359.0,2487794
JC355419,720 ILCS 550.0/4-C,POSS CAN/>30-100 GRAM/1ST,19842359.0,2487794
JC355961,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19842482.0,2492082
JC355961,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19842482.0,2492082
